correct	entityFindRange	findAns	findTrueEntity	findTrueRelation	languageLength	numOfCandidateEntity	numOfEntityLinkings	topWitchEntitySelected	topWitchRelationSelected	trueEntityLength	useFulTop1Entity	useFulTop1Relation
1	0	1	1	1	7	3	2	0	0	2	1	1
0	1	1	0	1	14	3	18	1	0	6	0	1
0	0	1	1	0	6	4	2	0	0	2	1	1
1	0	1	1	1	11	5	1	0	0	2	1	1
1	1	1	1	1	9	5	8	0	0	2	1	1
1	0	1	1	1	6	5	3	0	0	2	1	1
1	0	1	1	1	9	7	1	0	0	4	1	1
0	0	1	0	1	8	5	28	0	0	2	1	1
1	0	1	1	1	6	3	174	0	0	1	1	1
1	1	1	1	1	9	6	2305	0	0	3	1	1
1	0	1	1	1	6	4	1	0	0	2	1	1
0	1	1	0	1	11	7	18	0	0	8	1	1
1	0	1	1	1	8	5	1	0	0	2	1	1
1	1	1	1	1	13	4	1	0	0	2	1	1
1	0	1	1	1	11	7	1	0	0	5	1	1
1	0	1	1	1	11	4	206	0	0	2	1	1
1	1	1	1	1	6	3	1	0	0	3	1	1
1	0	1	1	1	8	4	1	0	0	2	1	1
0	1	1	0	0	12	8	5	0	2	6	1	0
1	0	1	1	1	8	5	30	0	0	3	1	1
0	0	1	0	0	6	2	6	1	0	1	0	1
1	0	1	1	1	7	4	1	0	0	2	1	1
0	1	1	0	0	9	4	2	0	0	1	1	1
1	0	1	1	1	7	5	1	0	0	2	1	1
1	1	1	1	1	6	4	7	1	1	1	0	0
0	0	0	0	0	7	1	1	0	0	1	1	1
0	0	1	0	0	11	5	25	3	1	2	0	0
1	0	1	1	1	8	1	6	0	0	1	1	1
1	0	1	1	1	5	4	1	0	0	2	1	1
1	1	1	1	1	8	3	7	0	1	2	1	0
1	0	1	1	1	7	2	1	0	0	1	1	1
1	0	1	1	1	7	2	582	0	0	1	1	1
1	0	1	1	1	8	5	6	0	2	3	1	0
0	0	1	1	0	9	3	1	0	0	1	1	1
0	1	1	0	0	6	3	10	0	1	1	1	0
0	1	0	0	1	8	1	2	0	0	2	1	1
1	0	1	1	1	8	3	4	0	0	1	1	1
1	0	1	1	1	7	2	1	0	0	1	1	1
1	0	1	1	1	6	3	1	0	0	2	1	1
1	0	1	1	1	15	4	1	1	0	2	0	1
0	1	1	1	0	10	3	351	1	0	1	0	1
1	0	1	1	1	3	1	13	0	0	1	1	1
0	0	1	1	0	8	5	6	0	0	2	1	1
0	0	0	0	0	8	1	1	0	0	5	1	1
1	0	1	1	1	12	5	3	0	0	2	1	1
1	1	1	1	1	10	3	18	2	0	1	0	1
1	0	1	1	1	4	3	1	0	0	2	1	1
1	0	1	1	1	5	2	2	0	0	1	1	1
1	0	1	1	1	4	3	10	0	0	1	1	1
0	1	1	0	0	7	3	10	0	3	1	1	0
1	0	1	1	1	8	5	2	0	0	2	1	1
0	0	1	1	0	8	4	1	0	0	2	1	1
1	0	1	1	1	6	3	1	0	0	2	1	1
1	0	1	1	1	9	4	1	0	0	2	1	1
1	0	1	1	1	8	5	47	0	0	2	1	1
0	1	1	1	0	5	4	1	0	0	2	1	1
0	0	1	1	0	8	4	1	0	0	2	1	1
0	1	1	0	1	4	2	10	0	0	2	1	1
0	1	1	0	0	12	10	12	0	3	6	1	0
0	0	1	1	0	8	3	1531	0	0	1	1	1
0	0	1	0	0	9	3	58	0	0	2	1	1
1	1	1	1	1	6	4	35	1	0	1	0	1
1	0	1	1	1	10	4	1	0	0	2	1	1
1	0	1	1	1	6	5	4	0	0	2	1	1
1	0	1	1	1	8	5	3	0	0	2	1	1
1	0	1	1	1	8	5	1	0	0	2	1	1
1	0	1	1	1	9	3	53	0	0	1	1	1
1	1	1	1	1	8	3	3	0	2	1	1	0
1	0	1	1	1	7	4	4	0	0	2	1	1
0	0	0	1	0	6	1	4	0	0	1	1	1
0	0	0	0	1	6	1	1	0	0	1	1	1
0	0	0	0	1	5	1	1	0	0	1	1	1
1	0	1	1	1	5	3	774	0	0	1	1	1
1	1	1	1	1	7	3	19	2	0	1	0	1
1	0	1	1	1	7	4	1	0	0	2	1	1
1	0	1	1	1	6	3	1	0	0	1	1	1
0	1	0	0	1	9	5	4	0	0	5	1	1
1	0	1	1	1	6	5	5	0	0	2	1	1
0	1	1	0	0	6	6	23	1	0	4	0	1
1	0	1	1	1	6	5	3	0	0	2	1	1
1	0	1	1	1	5	3	1	0	0	2	1	1
0	0	0	1	0	7	4	1	0	0	2	1	1
1	0	1	1	1	8	4	1	0	0	2	1	1
1	0	1	1	1	11	8	1	0	0	7	1	1
0	1	1	0	0	17	14	8	1	0	2	0	1
1	0	1	1	1	3	2	1748	0	0	1	1	1
0	1	1	1	0	7	6	1	0	0	3	1	1
1	0	1	1	1	10	4	1	0	0	3	1	1
0	0	1	1	0	6	4	1	0	0	2	1	1
1	0	1	1	1	7	3	4	0	0	1	1	1
1	0	1	1	1	5	4	1	0	0	2	1	1
1	0	1	1	1	7	5	1	0	0	2	1	1
1	0	1	1	1	11	7	1	0	0	5	1	1
1	0	1	1	1	6	2	2	0	0	1	1	1
1	0	1	1	1	5	3	1	0	0	2	1	1
1	0	1	1	1	7	5	1	0	0	2	1	1
0	0	1	1	0	6	3	1	0	0	2	1	1
1	0	1	1	1	7	8	1	0	1	3	1	0
1	0	1	1	1	6	4	1	0	1	2	1	0
0	0	0	1	0	6	4	2	0	0	2	1	1
1	0	1	1	1	6	5	18	0	0	2	1	1
0	1	0	1	0	10	5	1	0	0	2	1	1
1	0	1	1	1	7	3	1	0	2	2	1	0
1	0	1	1	1	8	6	54	0	0	2	1	1
1	0	1	1	1	9	2	28	0	0	1	1	1
0	0	1	1	0	9	5	5	0	3	4	1	0
1	0	1	1	1	9	2	1	0	0	2	1	1
1	1	1	1	1	9	4	3	0	0	3	1	1
0	0	1	0	0	8	4	26	1	2	2	0	0
0	0	0	0	1	9	2	5	0	0	3	1	1
1	1	1	1	1	8	5	2	0	0	2	1	1
1	0	1	1	1	8	5	2	0	0	2	1	1
1	1	1	1	1	9	3	1	0	0	2	1	1
0	1	0	0	1	8	4	10	0	0	3	1	1
1	0	1	1	1	9	3	209	0	0	1	1	1
0	1	0	0	1	12	7	42	0	0	6	1	1
1	0	1	1	1	5	2	1	0	0	1	1	1
0	1	1	0	1	13	2	17	0	0	5	1	1
1	0	1	1	1	14	6	1	0	0	4	1	1
1	0	1	1	1	7	6	1	1	1	3	0	0
1	0	1	1	1	6	2	1	0	3	1	1	0
0	1	1	0	0	9	4	6	2	0	1	0	1
0	0	1	1	0	8	4	1	0	0	2	1	1
0	0	1	0	1	9	2	8	0	0	3	1	1
1	0	1	1	1	5	4	1	0	0	2	1	1
1	0	1	1	1	6	4	2	0	0	1	1	1
1	0	1	1	1	12	7	1	0	0	6	1	1
0	0	1	0	1	8	2	406	0	0	2	1	1
0	1	0	0	1	15	5	2	0	0	6	1	1
0	1	1	0	0	7	3	6	0	2	2	1	0
0	1	1	0	0	9	6	44	5	1	6	0	0
1	0	1	1	1	5	2	15	0	0	1	1	1
1	0	1	1	1	6	3	1	0	0	1	1	1
1	0	1	1	1	9	6	1	0	0	3	1	1
1	0	1	1	1	9	4	133	0	0	2	1	1
0	1	1	0	0	6	4	13	2	0	2	0	1
1	0	1	1	1	7	1	17	0	0	1	1	1
1	0	1	1	1	6	3	1	0	0	2	1	1
1	0	1	1	1	9	4	12	0	0	2	1	1
1	0	1	1	1	5	4	1	0	0	2	1	1
1	0	1	1	1	7	5	3	0	0	3	1	1
0	1	1	0	1	7	3	25	0	0	1	1	1
1	0	1	1	1	7	5	2	0	0	2	1	1
1	0	1	1	1	8	4	1	0	0	3	1	1
1	0	1	1	1	6	2	9	0	0	1	1	1
0	2	1	0	0	6	4	10	2	0	1	0	1
1	0	1	1	1	7	5	1	0	0	3	1	1
1	0	1	1	1	6	4	1	0	0	2	1	1
1	0	1	1	1	9	3	1	0	0	2	1	1
0	0	1	1	0	4	4	3	0	0	2	1	1
0	0	1	1	0	7	2	3	0	2	1	1	0
1	0	1	1	1	11	7	1	0	0	4	1	1
1	0	1	1	1	12	7	1	0	0	4	1	1
1	1	1	1	1	8	3	1	0	0	3	1	1
1	0	1	1	1	8	5	1	1	0	2	0	1
1	1	1	1	1	8	3	1	0	0	2	1	1
1	1	1	1	1	9	6	1	0	0	3	1	1
0	1	1	0	0	4	2	10	0	1	3	1	0
1	0	1	1	1	7	5	1	0	0	2	1	1
1	1	1	1	1	8	3	1	0	0	1	1	1
1	0	1	1	1	9	4	1	0	1	2	1	0
0	1	1	0	0	6	4	6	3	0	1	0	1
1	0	1	1	1	6	4	96	0	1	2	1	0
1	0	1	1	1	5	5	2	0	0	2	1	1
0	0	1	1	0	5	2	3712	0	0	1	1	1
0	1	1	0	0	4	3	10	0	0	1	1	1
1	0	1	1	1	8	6	1	0	2	3	1	0
0	1	1	0	0	13	8	9	2	1	7	0	0
1	0	1	1	1	5	2	1	0	0	1	1	1
0	1	1	0	0	7	3	16	2	3	2	0	0
1	0	1	1	1	7	5	1	0	0	2	1	1
1	1	1	1	1	6	4	1	0	0	3	1	1
0	0	1	1	0	8	7	1	0	0	3	1	1
1	0	1	1	1	7	5	1	0	0	2	1	1
0	1	0	0	1	10	4	7	0	0	7	1	1
1	1	1	1	1	7	5	1	0	0	3	1	1
1	1	1	1	1	4	3	32	1	0	1	0	1
1	0	1	1	1	8	3	1	0	0	3	1	1
1	0	1	1	1	5	5	2	0	0	2	1	1
0	1	1	0	1	16	13	1	1	0	9	0	1
1	0	1	1	1	10	4	1	0	0	2	1	1
0	0	1	0	1	9	5	53	0	0	3	1	1
1	0	1	1	1	8	5	2	0	0	2	1	1
0	1	1	0	0	11	5	17	2	1	4	0	0
0	1	1	0	0	9	6	24	0	2	4	1	0
1	1	1	1	1	8	6	1	0	1	4	1	0
0	1	1	1	0	5	5	1	0	0	2	1	1
1	0	1	1	1	5	4	1	0	0	2	1	1
1	0	1	1	1	9	6	3	1	0	3	0	1
1	0	1	1	1	4	2	4	0	0	1	1	1
1	0	1	1	1	9	2	270	0	0	1	1	1
1	1	1	1	1	8	5	1	0	0	2	1	1
1	0	1	1	1	7	4	17	0	0	2	1	1
0	0	0	1	0	6	1	1	0	0	1	1	1
0	1	1	0	0	9	6	1	0	0	2	1	1
1	0	1	1	1	7	5	5	0	0	3	1	1
0	0	1	1	0	4	4	2	0	0	2	1	1
0	0	1	0	0	6	6	3	0	0	3	1	1
0	0	1	1	0	7	3	1	0	0	2	1	1
1	0	1	1	1	14	4	4	0	1	2	1	0
1	0	1	1	1	6	5	1	0	0	2	1	1
1	1	1	1	1	8	6	1	0	0	2	1	1
1	0	1	1	1	5	2	7	0	0	1	1	1
1	0	1	1	1	7	5	1	0	0	2	1	1
0	0	1	1	0	8	6	2	0	2	3	1	0
0	1	0	0	1	17	12	1	0	0	7	1	1
1	0	1	1	1	6	5	1	0	0	2	1	1
1	0	1	1	1	8	3	1	0	0	2	1	1
1	0	1	1	1	6	2	36	0	0	1	1	1
1	1	1	1	1	8	5	48	0	0	2	1	1
0	0	1	1	0	8	5	66	0	2	2	1	0
0	1	1	1	0	6	5	9	0	2	2	1	0
1	1	1	1	1	5	4	2	0	0	2	1	1
1	0	1	1	1	7	5	1	0	0	2	1	1
1	0	1	1	1	6	4	1	0	0	2	1	1
1	0	1	1	1	7	5	1	0	0	2	1	1
1	1	1	1	1	10	4	30	1	0	1	0	1
1	1	1	1	1	8	5	1	0	3	2	1	0
1	1	1	1	1	4	3	2535	1	0	1	0	1
1	1	1	1	1	8	3	2451	1	0	1	0	1
0	0	1	0	0	6	3	15	0	2	1	1	0
0	0	0	1	0	4	2	1	0	0	1	1	1
1	0	1	1	1	6	4	1	0	0	2	1	1
0	1	1	0	1	13	7	14	6	1	2	0	0
1	0	1	1	1	9	4	1	0	0	2	1	1
0	0	1	0	0	10	3	14	0	0	1	1	1
1	0	1	1	1	8	4	3	0	0	2	1	1
1	1	1	1	1	10	8	2	1	1	2	0	0
1	0	1	1	1	11	5	1	0	0	2	1	1
0	0	1	1	0	6	5	1	0	0	2	1	1
1	0	1	1	1	9	7	1	0	0	3	1	1
1	0	1	1	1	6	5	2	0	0	2	1	1
0	1	1	1	0	8	4	3	0	1	2	1	0
1	1	1	1	1	8	5	3	0	0	3	1	1
0	1	1	0	1	10	5	10	0	0	5	1	1
1	0	1	1	1	7	5	1	0	1	2	1	0
1	1	1	1	1	8	5	13	0	0	2	1	1
0	0	1	1	0	11	2	14	0	0	1	1	1
1	1	1	1	1	7	7	464	0	0	3	1	1
0	0	1	1	0	8	4	6	0	2	2	1	0
1	0	1	1	1	5	3	1	0	0	2	1	1
1	0	1	1	1	9	5	1	0	0	3	1	1
1	0	1	1	1	7	6	1	0	0	3	1	1
0	0	1	0	1	8	4	8	0	0	2	1	1
0	1	1	0	1	9	4	25	0	0	1	1	1
0	1	1	1	0	7	4	2	0	1	3	1	0
1	0	1	1	1	8	5	6	0	0	2	1	1
1	0	1	1	1	6	4	1	0	0	2	1	1
0	0	1	1	0	8	3	1	0	0	2	1	1
0	1	1	0	1	10	3	25	0	0	1	1	1
1	0	1	1	1	8	5	1	0	0	2	1	1
0	1	1	0	0	10	7	10	2	0	6	0	1
1	1	1	1	1	7	5	2	0	0	2	1	1
1	0	1	1	1	10	6	1	0	0	3	1	1
0	0	1	1	0	6	3	1	0	0	2	1	1
1	0	1	1	1	8	2	354	1	0	1	0	1
0	1	1	0	0	7	3	10	0	2	1	1	0
0	1	1	0	1	12	6	17	0	0	7	1	1
1	0	1	1	1	8	5	1	0	0	2	1	1
1	0	1	1	1	6	2	17	0	0	1	1	1
0	1	1	0	0	11	7	10	1	1	5	0	0
1	0	1	1	1	8	4	1	0	0	3	1	1
1	0	1	1	1	8	7	4	0	0	3	1	1
1	0	1	1	1	9	3	1	1	1	2	0	0
0	0	1	1	0	5	3	471	0	0	1	1	1
0	0	1	0	0	9	5	2	0	2	3	1	0
0	0	1	0	0	10	5	2	0	1	5	1	0
0	1	0	0	0	5	2	10	0	0	3	1	1
1	0	1	1	1	5	4	1	0	0	2	1	1
1	0	1	1	1	10	4	1	0	0	2	1	1
1	0	1	1	1	7	2	18	0	0	1	1	1
1	0	1	1	1	10	7	12	0	1	5	1	0
0	1	1	0	0	11	5	9	0	1	1	1	0
1	0	1	1	1	6	3	1	0	0	1	1	1
1	1	1	1	1	8	3	1	0	0	3	1	1
1	0	1	1	1	13	6	1	0	0	4	1	1
1	0	1	1	1	10	9	1	0	0	4	1	1
1	0	1	1	1	13	8	4	0	3	3	1	0
1	0	1	1	1	8	3	4	0	1	2	1	0
1	1	1	1	1	8	5	1	0	0	2	1	1
1	0	1	1	1	7	4	2	0	0	2	1	1
1	0	1	1	1	7	4	1	0	0	2	1	1
1	0	1	1	1	6	2	273	0	0	1	1	1
1	0	1	1	1	11	4	1	1	0	2	0	1
0	2	1	0	1	8	7	17	1	1	2	0	0
0	1	1	0	0	6	3	10	0	0	1	1	1
0	1	1	1	0	7	3	1	0	0	2	1	1
1	0	1	1	1	10	9	2	0	0	5	1	1
1	0	1	1	1	10	4	7	0	0	2	1	1
1	0	1	1	1	8	5	1	0	0	2	1	1
1	0	1	1	1	8	5	1	0	0	2	1	1
1	0	1	1	1	9	5	4	1	0	2	0	1
0	0	0	0	1	8	2	2	0	0	2	1	1
1	0	1	1	1	5	2	65	0	0	1	1	1
1	0	1	1	1	5	5	1	0	0	2	1	1
1	0	1	1	1	7	6	1	0	0	4	1	1
1	0	1	1	1	7	4	1	0	0	2	1	1
1	0	1	1	1	8	3	1	0	0	2	1	1
0	1	1	0	0	12	8	18	2	0	3	0	1
0	1	1	0	0	5	4	4	1	0	2	0	1
1	0	1	1	1	5	2	332	0	0	1	1	1
0	1	1	0	1	8	4	2	0	0	1	1	1
0	0	1	0	0	4	3	166	0	0	2	1	1
0	0	1	1	0	7	4	136	0	0	2	1	1
1	0	1	1	1	11	9	1	0	1	5	1	0
1	0	1	1	1	8	2	2535	0	0	1	1	1
0	0	1	1	0	7	2	1	0	0	2	1	1
1	0	1	1	1	12	6	1	0	0	4	1	1
0	0	1	1	0	8	5	1	0	0	3	1	1
1	0	1	1	1	8	4	1	0	0	2	1	1
0	2	1	0	0	7	5	25	4	0	1	0	1
1	0	1	1	1	9	5	1	0	2	2	1	0
1	1	1	1	1	8	3	3	1	0	1	0	1
0	1	1	0	0	6	3	10	0	1	1	1	0
1	0	1	1	1	6	4	1	0	0	2	1	1
1	0	1	1	1	9	5	8	0	0	2	1	1
1	0	1	1	1	8	5	1	0	0	2	1	1
0	1	0	1	0	11	5	1	0	0	3	1	1
0	1	1	0	1	14	6	93	0	0	7	1	1
1	1	1	1	1	8	8	663	1	0	3	0	1
0	0	1	0	0	8	4	1	0	1	1	1	0
1	0	1	1	1	6	7	2	0	0	3	1	1
0	0	1	1	0	8	4	7	0	0	2	1	1
1	0	1	1	1	8	1	153	0	1	1	1	0
0	1	0	0	0	12	6	4	0	0	6	1	1
1	0	1	1	1	7	3	1	0	0	2	1	1
1	0	1	1	1	9	3	1	0	0	2	1	1
0	1	1	0	0	8	7	11	0	1	6	1	0
1	0	1	1	1	5	5	27	0	0	2	1	1
0	0	1	0	0	8	5	47	0	0	2	1	1
1	1	1	1	1	11	8	1	0	0	3	1	1
0	1	1	0	1	10	3	37	0	0	1	1	1
1	0	1	1	1	10	10	332	0	0	4	1	1
0	0	1	1	0	6	5	4	0	0	2	1	1
1	1	1	1	1	9	8	1	0	0	4	1	1
1	0	1	1	1	10	7	1	0	3	5	1	0
0	0	0	0	0	8	1	12	0	0	4	1	1
1	0	1	1	1	10	5	4	0	0	2	1	1
1	0	1	1	1	6	2	621	0	0	1	1	1
1	0	1	1	1	7	5	6	0	0	2	1	1
0	1	1	0	1	10	4	2	2	0	2	0	1
1	0	1	1	1	8	2	1	0	0	3	1	1
1	1	1	1	1	9	4	1	0	2	3	1	0
1	0	1	1	1	7	5	1	0	0	2	1	1
0	1	1	1	0	10	4	1	0	0	2	1	1
1	0	1	1	1	6	5	1	0	0	2	1	1
1	0	1	1	1	9	2	79	0	0	1	1	1
0	0	1	1	0	5	4	1	0	0	2	1	1
1	0	1	1	1	12	2	1	0	0	1	1	1
0	0	1	1	0	13	10	2	0	0	4	1	1
1	0	1	1	1	6	1	20	0	0	1	1	1
1	0	1	1	1	5	5	1	0	0	3	1	1
0	1	1	0	1	6	3	10	0	0	1	1	1
1	1	1	1	1	7	5	21	2	0	1	0	1
1	0	1	1	1	7	3	3	0	0	2	1	1
0	1	1	1	0	8	4	1	0	0	3	1	1
0	0	1	1	0	13	7	12	0	0	5	1	1
1	1	1	1	1	6	6	205	0	0	3	1	1
1	0	1	1	1	7	4	3	0	0	2	1	1
0	0	0	1	0	8	2	1	0	0	1	1	1
0	0	1	1	0	4	2	156	0	0	1	1	1
1	0	1	1	1	5	5	1	0	0	2	1	1
1	0	1	1	1	8	3	1	0	0	2	1	1
1	1	1	1	1	7	4	1606	1	1	1	0	0
1	0	1	1	1	5	3	139	0	0	1	1	1
0	0	1	1	0	7	4	2	0	0	2	1	1
1	1	1	1	1	12	4	1	0	1	4	1	0
1	0	1	1	1	6	5	1	0	0	2	1	1
1	1	1	1	1	9	7	6	0	0	3	1	1
1	1	1	1	1	14	4	1	0	0	3	1	1
1	0	1	1	1	8	4	1	0	1	3	1	0
1	0	1	1	1	9	4	1	0	0	2	1	1
1	0	1	1	1	7	6	1	0	0	4	1	1
0	0	1	0	0	7	3	8	0	1	2	1	0
0	1	1	0	0	9	8	4	3	1	3	0	0
0	1	1	1	0	9	3	1	0	0	4	1	1
1	0	1	1	1	6	5	1	0	0	2	1	1
1	0	1	1	1	11	9	1	0	0	6	1	1
1	0	1	1	1	8	4	1	0	0	3	1	1
1	1	1	1	1	10	7	1	0	0	5	1	1
0	1	0	0	0	6	1	1	0	0	2	1	1
1	1	1	1	1	6	4	30	1	0	1	0	1
0	1	1	0	1	11	7	54	0	0	2	1	1
1	0	1	1	1	11	4	1	1	0	2	0	1
1	0	1	1	1	8	7	1	0	0	4	1	1
1	1	1	1	1	9	6	8	0	0	3	1	1
0	0	1	0	0	9	4	7	2	1	2	0	0
0	1	1	0	0	7	6	27	0	1	4	1	0
1	0	1	1	1	5	2	7	0	0	1	1	1
1	1	1	1	1	7	4	54	1	0	1	0	1
0	1	1	0	1	11	4	42	2	0	6	0	1
0	0	1	1	0	8	3	1	0	2	2	1	0
1	0	1	1	1	8	6	2	0	0	3	1	1
0	0	1	1	0	9	3	2	0	0	2	1	1
1	0	1	1	1	5	3	471	0	0	1	1	1
1	0	1	1	1	7	5	1	0	0	2	1	1
0	1	1	0	1	6	3	10	0	0	1	1	1
0	0	1	1	0	8	3	1	0	0	2	1	1
0	0	1	0	1	15	15	21	1	0	10	0	1
1	0	1	1	1	6	4	1	0	0	2	1	1
1	0	1	1	1	7	4	1	0	0	2	1	1
1	0	1	1	1	8	3	1	0	0	2	1	1
1	1	1	1	1	9	2	155	0	0	1	1	1
1	0	1	1	1	9	6	4	0	0	2	1	1
0	0	1	0	0	7	4	10	1	2	2	0	0
0	0	0	1	0	9	5	6	0	0	2	1	1
0	1	1	0	1	12	8	34	1	0	6	0	1
1	1	1	1	1	8	6	25	0	0	3	1	1
1	1	1	1	1	6	5	6	0	0	2	1	1
0	1	1	0	0	10	7	2	2	1	2	0	0
1	1	1	1	1	9	5	2	0	0	2	1	1
0	0	1	0	0	6	4	63	0	0	3	1	1
1	0	1	1	1	12	6	8	1	0	3	0	1
1	1	1	1	1	9	7	1	0	0	3	1	1
1	0	1	1	1	6	4	1	0	0	2	1	1
0	1	1	1	0	10	8	1	0	0	3	1	1
0	0	1	0	0	11	4	19	0	2	2	1	0
1	0	1	1	1	9	5	2	0	0	2	1	1
0	1	1	1	0	11	5	1384	0	0	2	1	1
1	0	1	1	1	7	4	1	0	1	2	1	0
0	1	1	1	0	6	3	1	0	0	2	1	1
1	0	1	1	1	9	5	1	0	0	2	1	1
0	1	1	0	0	9	3	10	0	1	4	1	0
1	0	1	1	1	8	3	1	0	0	2	1	1
1	0	1	1	1	7	5	1	0	0	2	1	1
0	0	1	0	0	7	2	17	1	0	2	0	1
0	1	1	0	0	6	3	44	0	3	1	1	0
0	1	1	0	1	11	7	12	0	0	6	1	1
1	0	1	1	1	9	5	2	0	0	3	1	1
1	0	1	1	1	7	5	8	0	0	2	1	1
1	0	1	1	1	7	3	463	0	0	1	1	1
0	0	1	0	0	9	4	5	0	1	2	1	0
1	0	1	1	1	7	4	1	0	0	2	1	1
1	1	1	1	1	8	8	1	0	0	3	1	1
1	0	1	1	1	7	3	1452	0	0	1	1	1
1	1	1	1	1	6	3	148	1	0	1	0	1
0	0	1	0	1	8	4	571	3	0	2	0	1
1	0	1	1	1	4	1	48	0	0	1	1	1
0	0	1	1	0	7	4	2	0	0	2	1	1
1	0	1	1	1	7	4	1	0	0	2	1	1
0	0	0	0	0	7	4	1	0	0	2	1	1
0	0	1	1	0	6	3	372	0	0	1	1	1
1	0	1	1	1	6	4	1	0	0	2	1	1
1	0	1	1	1	10	5	1	0	0	2	1	1
0	1	1	1	0	7	5	7	0	0	2	1	1
1	0	1	1	1	8	3	1606	0	0	1	1	1
1	1	1	1	1	8	6	1	0	0	3	1	1
0	1	1	0	0	6	6	1	1	0	2	0	1
1	0	1	1	1	10	5	1	0	0	2	1	1
1	0	1	1	1	7	3	391	0	0	1	1	1
1	0	1	1	1	6	4	5	0	0	2	1	1
0	1	1	0	1	12	8	20	1	2	8	0	0
1	0	1	1	1	7	5	2	0	0	2	1	1
1	0	1	1	1	6	5	1	0	0	2	1	1
0	1	1	0	1	11	4	5	2	0	5	0	1
1	0	1	1	1	7	4	3	0	1	2	1	0
1	1	1	1	1	9	7	1	0	0	3	1	1
0	1	1	1	0	9	5	9	2	0	1	0	1
1	1	1	1	1	10	5	1	0	2	3	1	0
1	1	1	1	1	9	4	4	1	1	1	0	0
0	0	1	1	0	7	3	1606	0	0	1	1	1
1	0	1	1	1	4	1	4	0	0	1	1	1
1	0	1	1	1	8	2	41	1	0	1	0	1
1	0	1	1	1	7	3	2	0	0	2	1	1
0	1	1	0	1	6	4	10	0	0	1	1	1
1	0	1	1	1	10	4	1	0	0	2	1	1
1	0	1	1	1	8	5	1	0	0	3	1	1
1	0	1	1	1	8	4	1	0	0	2	1	1
1	0	1	1	1	6	3	1	0	0	2	1	1
1	0	1	1	1	8	2	232	0	0	1	1	1
1	0	1	1	1	7	3	1	0	0	2	1	1
1	0	1	1	1	5	5	10	0	0	2	1	1
1	0	1	1	1	9	4	2	0	0	2	1	1
0	1	1	0	1	12	9	5	0	0	7	1	1
0	0	1	1	0	7	5	2	0	1	2	1	0
0	1	1	0	0	8	2	19	1	0	3	0	1
0	1	1	0	0	13	10	43	4	1	8	0	0
1	0	1	1	1	4	4	1	0	0	2	1	1
1	0	1	1	1	9	4	4	0	0	2	1	1
1	0	1	1	1	8	5	1	0	0	2	1	1
1	0	1	1	1	10	5	2	0	0	3	1	1
1	1	1	1	1	8	2	1	0	0	1	1	1
1	0	1	1	1	7	5	1	0	0	2	1	1
1	0	1	1	1	11	5	9	0	1	3	1	0
1	1	1	1	1	8	5	1	0	0	2	1	1
1	0	1	1	1	7	2	3	0	0	1	1	1
1	1	1	1	1	10	2	1	0	0	2	1	1
1	0	1	1	1	9	7	2	0	0	3	1	1
0	1	1	0	1	10	4	17	0	0	3	1	1
1	0	1	1	1	6	5	1	0	0	2	1	1
1	0	1	1	1	6	5	3	0	1	4	1	0
0	1	1	1	0	10	7	4	0	0	3	1	1
1	0	1	1	1	8	4	1	0	0	2	1	1
1	0	1	1	1	9	6	2	0	0	4	1	1
0	0	1	1	0	7	3	164	0	0	1	1	1
0	0	1	0	1	12	4	25	0	3	2	1	0
1	0	1	1	1	7	4	12	0	0	2	1	1
0	0	1	1	0	5	4	1	0	0	2	1	1
1	1	1	1	1	7	6	1	0	0	4	1	1
1	0	1	1	1	7	4	19	0	0	2	1	1
0	0	0	0	1	12	1	1	0	0	2	1	1
1	1	1	1	1	6	5	103	0	0	2	1	1
1	0	1	1	1	6	4	1	0	0	2	1	1
1	0	1	1	1	6	4	621	0	0	1	1	1
0	1	1	0	0	6	4	806	3	1	2	0	0
0	0	1	0	1	10	8	4	0	0	4	1	1
0	1	1	0	0	13	6	7	4	0	6	0	1
0	1	1	0	0	9	4	10	0	1	3	1	0
1	0	1	1	1	6	3	5	0	0	1	1	1
0	1	1	0	1	10	2	25	0	0	3	1	1
1	0	1	1	1	7	4	1	0	1	2	1	0
1	1	1	1	1	8	5	1	0	0	3	1	1
1	0	1	1	1	11	6	1	0	0	4	1	1
1	0	1	1	1	8	4	1	0	0	2	1	1
1	0	1	1	1	9	6	8	0	0	3	1	1
1	0	1	1	1	10	3	1	0	0	2	1	1
1	1	1	1	1	6	2	1	0	0	3	1	1
0	1	1	0	0	6	4	9	0	0	1	1	1
0	0	1	1	0	6	5	28	0	0	2	1	1
1	0	1	1	1	7	4	48	0	0	2	1	1
0	0	1	0	1	9	3	6	0	0	2	1	1
1	1	1	1	1	8	5	30	0	0	2	1	1
0	0	1	1	0	8	4	1	0	0	3	1	1
0	1	1	1	0	5	4	1	0	0	2	1	1
0	1	0	0	1	8	2	4	0	0	5	1	1
1	0	1	1	1	7	3	1	1	1	2	0	0
1	0	1	1	1	5	2	276	0	0	1	1	1
1	0	1	1	1	7	5	1	0	0	2	1	1
1	1	1	1	1	8	5	1	0	0	3	1	1
1	0	1	1	1	6	6	96	0	0	3	1	1
1	1	1	1	1	10	5	5	0	0	2	1	1
1	0	1	1	1	8	5	2	0	0	3	1	1
0	1	1	0	1	10	7	1	0	0	3	1	1
