correct	entityFindRange	findAns	findTrueEntity	findTrueRelation	languageLength	numOfCandidateEntity	numOfEntityLinkings	topWitchEntitySelected	topWitchRelationSelected	trueEntityLength	useFulTop1Entity	useFulTop1Relation
1	0	1	1	1	7	3	1	0	0	2	1	1
0	1	1	0	0	6	4	9	0	0	3	1	1
1	0	1	1	1	7	2	2668	0	0	1	1	1
1	1	1	1	1	9	4	1	0	0	3	1	1
1	1	1	1	1	9	2	1	0	0	2	1	1
1	0	1	1	1	7	4	1	0	0	2	1	1
1	1	1	1	1	11	4	1	0	0	2	1	1
1	0	1	1	1	6	3	1	0	0	2	1	1
1	0	1	1	1	8	5	1	0	0	2	1	1
1	0	1	1	1	5	3	1	0	0	2	1	1
1	0	1	1	1	8	5	1	0	0	2	1	1
0	1	1	0	1	9	5	10	1	0	4	0	1
0	0	1	0	1	9	4	18	0	0	2	1	1
1	0	1	1	1	11	8	1	0	0	6	1	1
0	0	1	0	0	9	3	16	0	1	2	1	0
1	1	1	1	1	9	5	133	0	0	2	1	1
0	1	1	0	0	13	6	1103	0	2	7	1	0
1	0	1	1	1	8	3	1	0	0	2	1	1
1	0	1	1	1	8	4	3	0	0	2	1	1
1	0	1	1	1	7	3	1	0	0	2	1	1
1	0	1	1	1	10	5	1	0	0	2	1	1
0	1	1	0	0	8	3	14	1	1	1	0	0
1	0	1	1	1	8	2	600	0	0	1	1	1
1	1	1	1	1	9	5	1	1	0	2	0	1
1	0	1	1	1	10	5	3	0	0	2	1	1
1	0	1	1	1	5	5	1	0	0	2	1	1
1	0	1	1	1	8	4	1	0	0	2	1	1
1	1	1	1	1	9	3	1	0	0	3	1	1
1	0	1	1	1	7	3	105	0	0	2	1	1
1	0	1	1	1	7	4	48	0	0	2	1	1
1	0	1	1	1	10	7	1	0	0	4	1	1
1	1	1	1	1	8	3	1	0	0	3	1	1
1	0	1	1	1	9	4	1	0	0	2	1	1
1	1	1	1	1	9	4	2	0	0	2	1	1
0	0	1	1	0	10	3	12	1	0	2	0	1
1	0	1	1	1	4	3	10	0	0	1	1	1
1	0	1	1	1	10	4	48	0	0	2	1	1
1	0	1	1	1	7	5	88	0	0	2	1	1
0	0	1	0	0	10	8	1	0	0	1	1	1
1	0	1	1	1	9	4	2	0	0	2	1	1
1	0	1	1	1	10	5	1	0	0	3	1	1
1	0	1	1	1	9	4	48	0	0	2	1	1
1	1	1	1	1	14	10	1	0	0	6	1	1
0	0	0	1	0	10	6	3	0	0	4	1	1
1	0	1	1	1	6	4	1	0	0	2	1	1
1	0	1	1	1	5	5	14	0	0	2	1	1
1	0	1	1	1	8	4	4	0	0	2	1	1
1	1	1	1	1	6	3	1	0	0	3	1	1
1	0	1	1	1	6	5	2	0	0	2	1	1
1	0	1	1	1	4	3	4	0	0	1	1	1
1	0	1	1	1	7	4	3	0	0	2	1	1
1	0	1	1	1	6	1	54	0	0	1	1	1
1	1	1	1	1	8	7	19	0	0	3	1	1
1	0	1	1	1	5	5	5	0	0	2	1	1
1	1	1	1	1	9	4	1	0	0	3	1	1
1	1	1	1	1	7	2	381	0	0	1	1	1
1	0	1	1	1	10	9	1	0	0	4	1	1
0	0	1	0	1	9	4	10	0	2	4	1	0
1	0	1	1	1	7	2	2478	0	0	1	1	1
1	1	1	1	1	5	4	105	2	0	1	0	1
1	1	1	1	1	8	5	3	3	0	1	0	1
1	1	1	1	1	9	8	32	1	0	2	0	1
1	0	1	1	1	6	4	2	0	0	2	1	1
1	1	1	1	1	6	3	1	0	0	2	1	1
1	1	1	1	1	7	6	1	0	0	2	1	1
1	0	1	1	1	9	4	1	0	0	2	1	1
1	1	1	1	1	8	3	1	0	1	3	1	0
1	1	1	1	1	7	6	2	0	0	2	1	1
1	0	1	1	1	8	5	4	0	1	3	1	0
0	1	1	0	0	7	3	6	0	0	3	1	1
0	1	1	0	1	10	4	3	0	0	4	1	1
1	0	1	1	1	4	2	1	0	3	2	1	0
1	0	1	1	1	7	4	2	0	0	2	1	1
1	0	1	1	1	8	4	1	0	0	2	1	1
0	0	0	0	1	8	1	1	0	0	1	1	1
1	0	1	1	1	5	3	118	0	0	1	1	1
0	1	1	0	0	7	4	1045	3	1	1	0	0
1	0	1	1	1	6	4	2	0	0	2	1	1
1	0	1	1	1	11	4	1	0	0	2	1	1
1	1	1	1	1	8	2	582	1	2	1	0	0
1	1	1	1	1	11	6	1	0	0	5	1	1
0	1	1	0	0	7	3	10	0	2	2	1	0
0	1	1	0	1	19	13	2	0	0	13	1	1
0	1	1	0	0	8	4	10	0	2	1	1	0
1	0	1	1	1	8	4	1	0	0	2	1	1
0	1	0	0	1	7	1	8	0	0	1	1	1
1	1	1	1	1	13	5	1	0	0	3	1	1
0	1	0	1	0	10	7	1	0	0	6	1	1
1	0	1	1	1	7	2	3	0	2	1	1	0
1	0	1	1	1	7	5	2	1	0	3	0	1
1	1	1	1	1	9	7	1	0	1	6	1	0
0	0	1	1	0	7	2	1	0	0	2	1	1
0	0	1	0	1	7	3	36	0	1	2	1	0
0	1	0	1	0	8	3	3	0	0	3	1	1
1	0	1	1	1	9	6	109	0	0	2	1	1
1	1	1	1	1	10	5	1	0	0	3	1	1
1	0	1	1	1	10	9	1	0	0	4	1	1
1	0	1	1	1	7	3	2	0	0	2	1	1
1	0	1	1	1	7	2	423	0	0	1	1	1
1	1	1	1	1	8	3	1	0	0	2	1	1
1	1	1	1	1	8	3	1	0	0	3	1	1
1	1	1	1	1	5	4	7	2	0	1	0	1
1	1	1	1	1	9	2	1	0	0	2	1	1
0	0	1	1	0	6	2	55	1	2	1	0	0
1	0	1	1	1	3	2	98	0	0	1	1	1
1	0	1	1	1	9	4	1	0	1	2	1	0
0	0	1	0	0	8	3	2	1	1	3	0	0
1	0	1	1	1	6	6	4	0	0	3	1	1
1	0	1	1	1	3	1	11	0	0	1	1	1
1	0	1	1	1	8	3	3	1	0	2	0	1
1	0	1	1	1	10	2	28	0	0	1	1	1
1	0	1	1	1	7	3	1	0	0	2	1	1
1	0	1	1	1	8	4	1	0	0	2	1	1
0	0	1	1	0	7	2	5	0	0	1	1	1
0	0	0	0	1	11	1	1	0	0	1	1	1
0	1	0	0	1	8	2	2	0	0	2	1	1
1	0	1	1	1	12	8	2	0	0	5	1	1
1	0	1	1	1	7	8	2	0	0	4	1	1
1	0	1	1	1	10	4	51	1	0	2	0	1
1	1	1	1	1	6	4	17	1	0	1	0	1
1	0	1	1	1	4	3	285	0	0	1	1	1
0	1	1	0	1	8	3	10	0	0	1	1	1
0	1	0	0	1	8	3	2	0	0	2	1	1
0	0	1	1	0	8	7	5	0	0	3	1	1
0	1	1	0	0	11	4	10	0	2	4	1	0
0	1	1	0	1	8	3	4	1	1	1	0	0
0	0	0	0	1	10	1	12	0	0	2	1	1
1	0	1	1	1	10	3	27	1	0	2	0	1
0	0	1	1	0	8	3	1	0	0	2	1	1
0	1	1	0	0	6	4	10	0	0	1	1	1
1	0	1	1	1	4	4	109	0	0	2	1	1
0	0	1	0	1	7	3	6	0	0	1	1	1
0	0	0	0	0	10	1	1	0	0	1	1	1
1	0	1	1	1	5	2	1	0	1	1	1	0
1	0	1	1	1	8	5	7	0	0	2	1	1
0	0	1	1	0	6	3	1	0	0	1	1	1
1	0	1	1	1	9	7	16	0	0	4	1	1
1	0	1	1	1	9	4	1	0	0	2	1	1
0	1	1	0	0	10	4	214	1	0	1	0	1
1	0	1	1	1	9	4	1	0	0	2	1	1
1	0	1	1	1	14	11	2	0	0	7	1	1
0	1	1	0	0	8	5	10	1	1	1	0	0
1	0	1	1	1	9	3	3	0	0	3	1	1
1	0	1	1	1	6	3	1	0	0	2	1	1
1	0	1	1	1	7	2	1	0	0	1	1	1
0	0	1	1	0	6	2	1	0	0	1	1	1
1	1	1	1	1	7	4	1	0	0	3	1	1
1	0	1	1	1	7	4	433	0	0	2	1	1
0	1	1	0	0	16	6	11	0	1	8	1	0
1	0	1	1	1	8	5	6	0	0	2	1	1
1	0	1	1	1	10	7	1	0	0	2	1	1
1	0	1	1	1	8	2	1	0	0	1	1	1
1	0	1	1	1	9	3	2	0	0	1	1	1
1	1	1	1	1	10	3	47	1	0	1	0	1
0	1	1	0	0	10	7	2	0	3	5	1	0
1	0	1	1	1	6	2	16	0	0	1	1	1
1	1	1	1	1	10	5	1	0	0	4	1	1
1	0	1	1	1	7	5	1	0	0	3	1	1
1	0	1	1	1	8	4	7	0	0	3	1	1
0	1	1	0	0	14	12	323	0	2	6	1	0
1	0	1	1	1	6	5	2	0	0	2	1	1
1	0	1	1	1	10	6	1	0	0	4	1	1
0	0	1	1	0	4	3	1	0	0	2	1	1
0	1	0	0	0	9	2	2	0	0	1	1	1
1	1	1	1	1	10	6	1	0	0	4	1	1
1	0	1	1	1	11	4	1	0	0	2	1	1
1	0	1	1	1	7	4	1	0	0	2	1	1
1	0	1	1	1	7	5	2	0	0	2	1	1
0	1	1	1	0	10	3	1	0	0	2	1	1
1	0	1	1	1	7	2	1	0	0	1	1	1
1	0	1	1	1	9	5	109	0	0	2	1	1
1	0	1	1	1	9	3	5	0	0	2	1	1
1	0	1	1	1	8	6	1	0	0	3	1	1
1	0	1	1	1	7	4	1	0	0	2	1	1
0	1	1	0	0	12	6	44	3	0	6	0	1
0	0	1	1	0	8	2	1	0	0	3	1	1
1	0	1	1	1	8	4	1	0	0	2	1	1
0	0	1	1	0	6	5	1	0	1	2	1	0
0	0	1	0	1	9	2	25	0	0	3	1	1
1	0	1	1	1	7	5	1	0	0	2	1	1
1	0	1	1	1	9	3	8	0	0	2	1	1
1	0	1	1	1	8	4	1	0	0	2	1	1
0	1	0	0	0	12	6	3	0	0	7	1	1
0	1	1	1	0	12	6	1	0	0	4	1	1
1	0	1	1	1	5	2	1	0	0	1	1	1
1	1	1	1	1	8	4	17	2	0	1	0	1
1	1	1	1	1	7	3	165	1	0	1	0	1
1	0	1	1	1	6	6	11	0	0	3	1	1
1	0	1	1	1	7	3	1384	0	0	2	1	1
1	0	1	1	1	7	4	1	0	0	2	1	1
0	0	1	1	0	9	5	3	0	0	2	1	1
1	0	1	1	1	4	3	139	0	0	1	1	1
1	0	1	1	1	7	1	972	0	0	1	1	1
1	0	1	1	1	11	4	3	0	0	2	1	1
1	0	1	1	1	5	5	1	0	0	2	1	1
1	0	1	1	1	6	2	220	0	0	1	1	1
1	1	1	1	1	9	7	6	0	0	3	1	1
0	1	1	0	1	14	9	24	1	1	8	0	0
1	0	1	1	1	7	3	12	0	0	2	1	1
0	0	1	1	0	8	6	760	0	0	3	1	1
1	1	1	1	1	11	5	3	1	0	2	0	1
1	1	1	1	1	8	5	3	0	0	2	1	1
1	0	1	1	1	5	2	5	0	0	1	1	1
1	0	1	1	1	6	2	26	0	2	1	1	0
1	0	1	1	1	8	4	1	0	0	2	1	1
1	0	1	1	1	7	4	1	0	0	2	1	1
1	0	1	1	1	12	7	1	0	0	4	1	1
1	0	1	1	1	9	5	1	0	2	2	1	0
0	0	1	1	0	7	4	1	0	0	2	1	1
1	0	1	1	1	11	4	70	0	0	2	1	1
0	1	1	0	1	8	3	19	1	1	2	0	0
1	0	1	1	1	8	4	1	0	0	2	1	1
1	0	1	1	1	8	3	2	0	0	1	1	1
0	1	1	0	0	11	7	27	1	0	5	0	1
0	1	1	1	0	8	3	18	1	0	1	0	1
1	0	1	1	1	6	4	1	0	0	2	1	1
1	0	1	1	1	7	3	1	0	1	2	1	0
0	0	1	1	0	12	7	32	0	1	3	1	0
0	1	1	0	0	10	5	10	0	0	5	1	1
1	0	1	1	1	10	7	945	0	0	3	1	1
1	0	1	1	1	7	7	1	0	0	3	1	1
0	1	1	0	0	8	4	19	0	1	1	1	0
1	0	1	1	1	11	4	1	0	1	2	1	0
1	0	1	1	1	7	4	1	0	0	2	1	1
0	1	1	0	0	7	2	4	1	3	2	0	0
0	1	0	0	0	12	8	9	0	0	7	1	1
0	1	1	0	0	6	2	6	1	0	1	0	1
1	0	1	1	1	9	4	1	0	0	2	1	1
0	1	1	0	1	9	3	10	0	1	4	1	0
1	0	1	1	1	5	4	1	0	0	2	1	1
1	0	1	1	1	12	5	35	0	0	3	1	1
1	1	1	1	1	8	6	1	0	0	2	1	1
0	0	1	1	0	6	2	31	0	2	1	1	0
0	0	1	1	0	6	4	1	0	0	2	1	1
1	0	1	1	1	6	5	1	0	0	2	1	1
1	0	1	1	1	8	3	1	0	0	2	1	1
1	0	1	1	1	10	5	1	0	0	2	1	1
1	0	1	1	1	3	2	404	0	0	1	1	1
1	0	1	1	1	7	5	1	0	0	4	1	1
1	0	1	1	1	8	3	1	0	2	1	1	0
0	0	1	0	1	7	6	29	0	0	3	1	1
1	0	1	1	1	7	2	2	0	0	2	1	1
1	0	1	1	1	5	5	1	0	0	2	1	1
0	0	1	1	0	10	1	8	0	0	1	1	1
0	0	1	1	0	8	5	183	0	0	3	1	1
1	0	1	1	1	8	1	9	0	0	1	1	1
1	1	1	1	1	7	9	396	0	0	4	1	1
0	1	0	0	1	12	5	2	0	0	5	1	1
0	0	1	1	0	7	5	1	0	1	3	1	0
1	0	1	1	1	10	5	32	0	0	2	1	1
1	0	1	1	1	10	7	1	0	0	3	1	1
0	0	1	1	0	8	3	3	0	0	3	1	1
0	1	1	0	0	14	5	17	0	0	6	1	1
1	1	1	1	1	9	5	1	0	0	4	1	1
1	0	1	1	1	8	4	37	0	0	2	1	1
1	0	1	1	1	8	5	1	0	1	2	1	0
1	0	1	1	1	7	2	1	0	0	1	1	1
1	0	1	1	1	13	6	109	0	0	2	1	1
1	0	1	1	1	9	3	14	0	0	1	1	1
1	1	1	1	1	10	4	6	0	0	3	1	1
1	1	1	1	1	6	3	1	1	0	1	0	1
1	1	1	1	1	12	6	1	0	0	2	1	1
1	0	1	1	1	8	4	2	0	0	2	1	1
0	1	1	1	0	6	6	1	0	0	3	1	1
1	1	1	1	1	8	8	14	0	0	4	1	1
0	1	1	0	0	11	4	4	0	0	5	1	1
1	0	1	1	1	5	4	3	0	0	2	1	1
1	1	1	1	1	10	4	1	0	2	2	1	0
1	0	1	1	1	5	5	1	0	0	2	1	1
1	0	1	1	1	7	7	1	0	0	3	1	1
1	1	1	1	1	7	4	1	1	0	1	0	1
0	1	1	1	0	10	5	1	0	0	4	1	1
0	1	1	0	0	9	3	4	0	2	1	1	0
1	0	1	1	1	6	3	151	0	0	1	1	1
0	1	1	0	0	13	8	3	0	2	1	1	0
0	1	1	0	0	11	6	23	0	1	1	1	0
0	1	1	0	0	7	3	10	0	2	1	1	0
1	0	1	1	1	8	3	1	0	0	2	1	1
0	0	1	1	0	6	5	1	0	0	2	1	1
0	0	1	1	0	6	2	1	0	0	3	1	1
1	0	1	1	1	7	3	602	0	0	1	1	1
0	1	0	0	0	7	3	3	0	0	1	1	1
1	1	1	1	1	13	5	2	0	0	2	1	1
1	1	1	1	1	4	3	6	1	0	1	0	1
1	0	1	1	1	11	3	1	0	1	2	1	0
0	1	0	0	0	7	4	2	0	0	1	1	1
1	0	1	1	1	6	3	3	0	1	1	1	0
0	0	1	0	1	6	1	26	0	0	3	1	1
1	0	1	1	1	5	4	7	0	0	2	1	1
0	1	1	0	0	9	4	4	0	2	1	1	0
0	0	1	0	0	16	14	1	1	0	7	0	1
0	1	1	1	0	10	5	47	3	0	1	0	1
1	0	1	1	1	6	6	1	0	0	2	1	1
1	0	1	1	1	6	2	69	0	0	1	1	1
1	0	1	1	1	10	5	1	0	0	2	1	1
1	0	1	1	1	8	4	1	0	0	3	1	1
1	0	1	1	1	4	2	1	0	2	2	1	0
0	1	1	0	0	19	13	15	1	1	3	0	0
1	0	1	1	1	9	6	1	0	0	3	1	1
1	0	1	1	1	8	4	1	0	0	3	1	1
1	0	1	1	1	8	4	1	0	0	2	1	1
0	1	1	1	0	9	6	1	0	0	3	1	1
1	0	1	1	1	7	4	4	0	0	2	1	1
0	0	1	0	0	9	7	1460	4	0	4	0	1
0	0	1	1	0	6	5	1	0	0	2	1	1
1	0	1	1	1	7	5	2	0	0	2	1	1
1	0	1	1	1	6	4	1	0	0	2	1	1
1	0	1	1	1	8	4	1	0	0	2	1	1
1	0	1	1	1	6	2	1	0	0	2	1	1
1	0	1	1	1	11	3	6	0	0	1	1	1
1	0	1	1	1	12	7	2	0	0	5	1	1
1	0	1	1	1	6	2	37	0	0	1	1	1
1	0	1	1	1	7	5	1	0	0	2	1	1
0	0	1	0	1	9	4	6	0	0	1	1	1
1	0	1	1	1	8	3	1	0	0	2	1	1
0	0	0	0	1	11	3	2	0	0	2	1	1
0	0	1	1	0	5	6	1	0	2	3	1	0
1	0	1	1	1	4	4	1	0	0	2	1	1
1	0	1	1	1	7	4	2	0	0	2	1	1
1	0	1	1	1	7	4	1	0	0	2	1	1
0	1	1	0	1	5	2	79	0	0	1	1	1
0	0	1	1	0	8	4	2	0	0	2	1	1
0	1	0	0	0	7	3	18	0	0	2	1	1
0	0	0	1	0	6	2	1	0	0	1	1	1
1	0	1	1	1	7	3	1	0	0	2	1	1
1	0	1	1	1	6	4	1	0	0	2	1	1
0	1	1	0	0	4	3	9	0	0	1	1	1
1	0	1	1	1	8	4	1	0	0	3	1	1
1	0	1	1	1	8	4	1	0	0	3	1	1
0	0	0	1	0	9	2	35	0	0	1	1	1
1	1	1	1	1	8	6	1	0	0	3	1	1
1	1	1	1	1	7	4	54	0	0	2	1	1
1	0	1	1	1	9	5	1	0	0	2	1	1
1	0	1	1	1	10	3	1	0	0	1	1	1
1	0	1	1	1	9	9	5	0	0	4	1	1
1	0	1	1	1	8	5	4	0	0	2	1	1
1	0	1	1	1	3	2	328	0	0	1	1	1
1	0	1	1	1	5	3	4	0	0	1	1	1
0	1	1	0	1	9	3	71	0	1	2	1	0
0	1	1	0	1	11	6	90	2	0	6	0	1
0	1	1	0	1	11	8	1	0	0	6	1	1
0	1	1	0	0	7	3	10	0	2	1	1	0
0	1	0	0	0	5	3	1	0	0	1	1	1
1	0	1	1	1	11	2	1	0	0	2	1	1
0	0	1	1	0	7	2	1	0	0	2	1	1
1	1	1	1	1	8	2	1	0	0	2	1	1
0	1	0	1	0	9	4	1	0	0	2	1	1
1	0	1	1	1	9	5	6	0	0	2	1	1
0	1	1	0	0	9	4	44	0	0	1	1	1
1	0	1	1	1	8	2	1	0	2	2	1	0
1	0	1	1	1	14	6	2	0	0	2	1	1
1	0	1	1	1	12	6	1	0	0	4	1	1
1	0	1	1	1	9	4	1	0	0	2	1	1
1	1	1	1	1	6	3	1	0	0	2	1	1
0	1	0	1	0	8	3	1	0	0	2	1	1
1	0	1	1	1	5	3	1	0	0	2	1	1
0	0	1	0	0	15	7	2	0	3	1	1	0
1	0	1	1	1	8	3	1	0	0	2	1	1
0	1	0	0	1	10	4	1	0	0	3	1	1
0	1	1	0	1	6	4	9	1	0	3	0	1
1	0	1	1	1	8	5	10	0	0	2	1	1
1	0	1	1	1	7	5	1	0	0	2	1	1
1	0	1	1	1	11	5	4	0	0	2	1	1
1	0	1	1	1	8	4	2	0	0	3	1	1
0	0	0	0	1	14	1	1	0	0	2	1	1
1	1	1	1	1	11	7	26	0	0	6	1	1
1	0	1	1	1	6	4	1	0	0	2	1	1
0	1	0	0	1	9	4	2	0	0	5	1	1
0	1	1	0	1	11	7	2	0	3	6	1	0
0	1	1	0	1	14	10	17	2	0	9	0	1
1	0	1	1	1	11	5	1	0	0	3	1	1
1	0	1	1	1	8	5	1	0	0	3	1	1
0	0	1	1	0	11	6	1	0	0	5	1	1
1	0	1	1	1	7	4	8	0	0	2	1	1
0	0	1	0	1	8	3	3	0	0	2	1	1
1	0	1	1	1	7	6	10	0	0	2	1	1
1	0	1	1	1	6	4	1	0	0	2	1	1
1	0	1	1	1	9	2	1	0	0	2	1	1
0	1	1	0	1	18	9	13	0	0	10	1	1
1	0	1	1	1	7	2	823	0	0	1	1	1
0	1	0	0	1	7	4	1	0	0	5	1	1
1	0	1	1	1	7	4	2	0	0	2	1	1
1	0	1	1	1	6	2	474	0	0	1	1	1
1	0	1	1	1	6	4	1	0	0	2	1	1
1	0	1	1	1	6	5	2	0	0	2	1	1
1	0	1	1	1	8	2	1	0	0	1	1	1
1	0	1	1	1	8	5	10	0	0	3	1	1
0	0	1	1	0	5	5	2	0	0	2	1	1
1	1	1	1	1	5	5	4	0	0	2	1	1
1	0	1	1	1	7	3	1	0	0	1	1	1
0	0	0	1	0	7	2	2	0	0	1	1	1
1	1	1	1	1	8	5	1	0	0	4	1	1
0	1	0	0	1	16	3	2	0	0	2	1	1
0	1	1	0	1	12	13	4	0	0	10	1	1
1	0	1	1	1	11	3	12	0	0	2	1	1
1	0	1	1	1	7	3	1	0	0	2	1	1
1	0	1	1	1	7	3	1	0	0	2	1	1
1	0	1	1	1	6	2	2	0	0	1	1	1
0	0	1	1	0	10	4	2	0	3	2	1	0
0	1	1	0	0	10	7	9	0	2	5	1	0
1	0	1	1	1	8	6	1	0	0	3	1	1
1	0	1	1	1	10	5	1	0	0	2	1	1
1	0	1	1	1	5	5	1	0	0	2	1	1
1	0	1	1	1	5	3	1	0	0	1	1	1
1	1	1	1	1	8	5	3	0	1	3	1	0
1	1	1	1	1	8	4	439	1	0	1	0	1
0	1	1	0	0	14	6	2	2	2	4	0	0
0	0	1	0	0	11	7	11	1	2	4	0	0
1	1	1	1	1	8	5	2	0	0	2	1	1
1	0	1	1	1	8	5	1	0	0	2	1	1
1	0	1	1	1	4	4	16	0	0	2	1	1
1	0	1	1	1	5	2	139	1	0	1	0	1
1	0	1	1	1	8	2	8	0	0	1	1	1
1	0	1	1	1	7	3	1	0	0	2	1	1
1	0	1	1	1	6	4	3	0	0	2	1	1
0	1	1	0	1	8	4	2	0	0	1	1	1
1	0	1	1	1	7	5	1	0	0	3	1	1
1	0	1	1	1	9	5	1	0	0	3	1	1
1	0	1	1	1	6	5	1	1	0	3	0	1
1	0	1	1	1	7	3	1	0	0	2	1	1
1	0	1	1	1	8	5	2	0	0	2	1	1
0	1	1	0	0	11	4	10	0	3	5	1	0
0	0	0	0	0	14	1	1	0	0	2	1	1
0	1	1	0	0	7	3	6	0	0	1	1	1
1	0	1	1	1	7	4	1	0	0	2	1	1
0	1	0	0	1	7	3	9	0	0	2	1	1
1	1	1	1	1	7	5	1	0	0	3	1	1
1	0	1	1	1	11	5	10	1	0	3	0	1
1	1	1	1	1	7	6	17	0	0	3	1	1
1	0	1	1	1	6	5	28	0	0	2	1	1
0	0	1	1	0	8	3	1	0	0	2	1	1
1	0	1	1	1	12	7	1	0	0	6	1	1
1	0	1	1	1	11	8	5	0	0	4	1	1
1	0	1	1	1	12	5	1	0	0	2	1	1
1	0	1	1	1	12	4	1	0	0	3	1	1
1	0	1	1	1	6	3	1	0	0	2	1	1
1	1	1	1	1	9	5	1	0	0	2	1	1
1	0	1	1	1	6	5	1	0	0	2	1	1
1	0	1	1	1	11	7	1	0	0	5	1	1
0	1	1	0	0	9	2	6	0	0	1	1	1
0	2	1	0	0	11	14	1	0	1	2	1	0
0	1	1	1	0	6	5	3	0	0	3	1	1
0	2	1	0	0	7	6	10	2	3	7	0	0
0	1	1	0	0	12	5	65	0	2	1	1	0
0	0	1	1	0	9	5	15	0	0	4	1	1
0	1	1	0	1	13	4	12	2	0	7	0	1
1	1	1	1	1	9	4	1	1	0	1	0	1
0	0	0	0	1	9	1	1	0	0	2	1	1
1	0	1	1	1	7	4	1	0	1	2	1	0
0	0	0	1	0	9	3	1	0	0	2	1	1
1	0	1	1	1	10	4	1	0	0	2	1	1
0	1	0	0	0	5	3	1	0	0	2	1	1
1	0	1	1	1	6	4	1	0	0	2	1	1
1	0	1	1	1	7	5	1	0	0	2	1	1
0	0	1	1	0	6	3	1	0	2	1	1	0
0	0	0	1	0	12	5	1	0	0	2	1	1
1	0	1	1	1	8	9	1	0	0	5	1	1
1	0	1	1	1	4	2	3	0	0	1	1	1
1	0	1	1	1	6	2	2	0	0	1	1	1
1	0	1	1	1	11	4	2	0	0	2	1	1
1	1	1	1	1	11	5	1	0	0	6	1	1
0	0	1	0	1	10	4	20	0	0	2	1	1
1	0	1	1	1	7	2	1	0	0	2	1	1
0	1	1	0	1	11	9	193	0	0	6	1	1
1	0	1	1	1	5	3	4	0	2	3	1	0
1	1	1	1	1	7	6	1	0	0	3	1	1
1	0	1	1	1	8	4	1	0	0	2	1	1
1	1	1	1	1	8	5	2	0	1	2	1	0
1	0	1	1	1	6	5	1	0	0	2	1	1
0	1	1	0	1	8	3	6	0	0	3	1	1
1	0	1	1	1	8	3	1	0	0	1	1	1
0	1	1	0	0	7	5	14	2	2	1	0	0
1	1	1	1	1	11	5	2	0	0	2	1	1
1	0	1	1	1	8	4	2	0	0	2	1	1
0	1	1	0	1	9	5	118	3	0	2	0	1
1	0	1	1	1	6	6	2	0	0	2	1	1
1	1	1	1	1	11	6	1	0	0	2	1	1
1	0	1	1	1	6	4	13	0	0	2	1	1
1	0	1	1	1	7	5	1	0	0	2	1	1
0	0	1	0	0	10	3	9	0	2	2	1	0
0	0	1	0	0	6	5	53	2	0	2	0	1
1	1	1	1	1	9	4	1	0	0	2	1	1
0	0	1	1	0	13	4	48	1	0	2	0	1
0	0	1	1	0	11	5	2	0	0	2	1	1
0	0	1	1	0	8	3	1	0	0	2	1	1
1	1	1	1	1	8	4	27	0	3	2	1	0
0	1	1	0	1	5	3	8	0	0	1	1	1
1	0	1	1	1	5	2	145	0	0	1	1	1
1	0	1	1	1	8	5	29	0	0	2	1	1
0	1	1	0	1	11	8	10	1	3	6	0	0
1	0	1	1	1	6	4	1	0	0	2	1	1
0	0	1	1	0	8	4	50	0	0	2	1	1
1	0	1	1	1	7	3	193	0	0	2	1	1
1	0	1	1	1	11	10	1	0	0	5	1	1
1	1	1	1	1	13	5	972	3	0	1	0	1
0	1	0	0	0	12	4	2	0	0	3	1	1
1	1	1	1	1	8	3	1	0	0	3	1	1
0	1	1	0	1	18	14	1	0	0	9	1	1
1	1	1	1	1	9	3	24	1	0	1	0	1
1	0	1	1	1	8	5	1	0	0	2	1	1
0	0	1	1	0	9	4	1	0	0	3	1	1
0	1	1	0	0	13	7	33	1	2	6	0	0
0	0	1	1	0	6	2	90	0	0	1	1	1
1	0	1	1	1	6	4	1	0	0	2	1	1
0	0	1	1	0	10	8	1	0	3	5	1	0
1	0	1	1	1	12	4	6	0	0	2	1	1
1	0	1	1	1	8	7	2	0	0	5	1	1
0	1	1	1	0	6	4	1	0	0	2	1	1
0	0	0	0	0	8	4	3	0	0	2	1	1
1	1	1	1	1	8	4	1	0	0	2	1	1
1	0	1	1	1	10	5	1	0	3	2	1	0
1	0	1	1	1	10	8	64	0	0	4	1	1
0	0	1	1	0	6	2	540	0	2	1	1	0
1	0	1	1	1	7	4	1	0	0	2	1	1
0	0	1	1	0	8	4	815	0	0	2	1	1
1	1	1	1	1	8	4	1	0	0	2	1	1
0	0	1	1	0	4	4	1	0	0	2	1	1
0	1	1	0	0	10	3	9	1	0	5	0	1
1	0	1	1	1	6	4	1	0	0	2	1	1
1	0	1	1	1	6	4	3	0	2	2	1	0
0	1	1	0	1	12	7	10	0	0	5	1	1
0	1	1	1	0	9	3	13	1	0	1	0	1
1	1	1	1	1	12	10	1	0	0	4	1	1
1	0	1	1	1	7	4	2	0	0	2	1	1
1	0	1	1	1	10	3	1	0	0	2	1	1
0	0	1	0	0	9	6	7	0	0	3	1	1
0	0	1	0	0	7	5	25	1	0	2	0	1
1	1	1	1	1	10	7	1	0	0	3	1	1
1	0	1	1	1	4	3	4	0	0	1	1	1
0	0	1	1	0	6	5	2	0	0	2	1	1
1	0	1	1	1	7	5	7	0	0	3	1	1
1	1	1	1	1	6	4	2535	1	0	1	0	1
1	1	1	1	1	12	7	1	0	0	6	1	1
1	1	1	1	1	6	4	2	0	0	2	1	1
